vehicle_id,lap_number,lap_time,tire_degradation_est,fuel_remaining_est,position_est,gap_to_avg,stint_number,track_conditions
GR86-040-3,4,156.985,12,85,1,-14.77547368421051,1,dry
GR86-040-3,3,161.612,8,90,29,-10.14847368421053,1,dry
GR86-040-3,2,222.776,4,95,10,51.01552631578949,1,dry
GR86-040-3,1,210.804,0,100,7,39.04352631578948,1,dry
GR86-041-73,19,273.795,72,10,19,101.50257894736845,2,dry
GR86-041-73,18,155.431,68,15,1,-16.861421052631556,2,dry
GR86-041-73,17,157.195,64,20,12,-15.097421052631574,2,dry
GR86-041-73,16,170.253,60,25,30,-2.0394210526315817,2,dry
GR86-041-73,15,152.909,56,30,27,-19.383421052631576,2,dry
GR86-041-73,14,215.292,52,35,30,42.999578947368434,2,dry
GR86-041-73,13,177.514,48,40,18,5.221578947368442,2,dry
GR86-041-73,12,153.222,44,45,25,-19.07042105263156,1,dry
GR86-041-73,11,152.091,40,50,3,-20.20142105263156,1,dry
GR86-041-73,10,152.593,36,55,24,-19.69942105263158,1,dry
GR86-041-73,9,153.661,32,60,31,-18.631421052631566,1,dry
GR86-041-73,8,153.424,28,65,1,-18.86842105263156,1,dry
GR86-041-73,7,152.994,24,70,16,-19.298421052631568,1,dry
GR86-041-73,6,154.102,20,75,5,-18.190421052631564,1,dry
GR86-041-73,5,152.605,16,80,3,-19.687421052631578,1,dry
GR86-041-73,4,154.693,12,85,9,-17.599421052631556,1,dry
GR86-041-73,3,160.198,8,90,26,-12.09442105263156,1,dry
GR86-041-73,2,221.204,4,95,17,48.91157894736844,1,dry
GR86-041-73,1,210.38,0,100,11,38.08757894736843,1,dry
GR86-047-21,19,250.282,72,10,20,80.27600000000001,2,dry
GR86-047-21,18,151.909,68,15,11,-18.09700000000001,2,dry
GR86-047-21,17,149.779,64,20,8,-20.227000000000004,2,dry
GR86-047-21,16,150.309,60,25,17,-19.697000000000003,2,dry
GR86-047-21,15,151.283,56,30,24,-18.723000000000013,2,dry
GR86-047-21,14,217.408,52,35,2,47.40199999999999,2,dry
GR86-047-21,13,208.8,48,40,2,38.79400000000001,2,dry
GR86-047-21,12,150.3,44,45,25,-19.70599999999999,1,dry
GR86-047-21,11,149.878,40,50,1,-20.128000000000014,1,dry
GR86-047-21,10,149.713,36,55,7,-20.293000000000006,1,dry
GR86-047-21,9,148.983,32,60,13,-21.022999999999996,1,dry
GR86-047-21,8,148.992,28,65,11,-21.01400000000001,1,dry
GR86-047-21,7,149.514,24,70,16,-20.49199999999999,1,dry
GR86-047-21,6,150.778,20,75,15,-19.22800000000001,1,dry
GR86-047-21,5,150.111,16,80,13,-19.89500000000001,1,dry
GR86-047-21,4,150.59,12,85,21,-19.415999999999997,1,dry
GR86-047-21,3,154.794,8,90,20,-15.211999999999989,1,dry
GR86-047-21,2,223.694,4,95,5,53.68799999999999,1,dry
GR86-047-21,1,222.997,0,100,1,52.991000000000014,1,dry
GR86-049-88,19,259.21,72,10,27,117.50165217391302,2,dry
GR86-049-88,18,151.38,68,15,30,9.671652173913031,2,dry
GR86-049-88,17,149.632,64,20,19,7.923652173913041,2,dry
GR86-049-88,16,151.384,60,25,21,9.675652173913022,2,dry
GR86-049-88,15,151.008,56,30,16,9.299652173913046,2,dry
GR86-049-88,14,215.976,52,35,4,74.26765217391304,2,dry
GR86-049-88,13,193.586,48,40,11,51.87765217391305,2,dry
GR86-049-88,12,151.826,44,45,9,10.11765217391303,1,dry
GR86-049-88,11,152.587,40,50,5,10.878652173913025,1,dry
GR86-049-88,10,150.193,36,55,29,8.484652173913048,1,dry
GR86-049-88,9,152.195,32,60,30,10.48665217391303,1,dry
GR86-049-88,8,152.581,28,65,24,10.872652173913025,1,dry
GR86-049-88,7,150.413,24,70,9,8.704652173913047,1,dry
GR86-049-88,6,150.22,20,75,13,8.511652173913035,1,dry
GR86-049-88,5,150.575,16,80,28,8.866652173913025,1,dry
GR86-049-88,4,151.012,12,85,1,9.303652173913036,1,dry
GR86-049-88,3,159.936,8,90,11,18.227652173913043,1,dry
GR86-049-88,2,0.044,4,95,28,-141.66434782608695,1,dry
GR86-049-88,2,223.594,4,95,26,81.88565217391303,1,dry
GR86-049-88,1,213.971,0,100,7,72.26265217391304,1,dry
GR86-049-88,0,27.969,-4,105,1,-113.73934782608697,1,dry
GR86-051-71,5,257.665,16,80,14,82.84511111111112,1,dry
GR86-051-71,4,34.316,12,85,29,-140.5038888888889,1,dry
GR86-051-71,3,265.906,8,90,22,91.08611111111111,1,dry
GR86-051-71,2,150.59,4,95,4,-24.229888888888894,1,dry
GR86-051-71,1,150.53,0,100,6,-24.289888888888896,1,dry
GR86-051-71,13,139.071,48,40,31,-35.7488888888889,2,dry
GR86-051-71,12,151.939,44,45,1,-22.880888888888904,1,dry
GR86-051-71,11,213.831,40,50,6,39.01111111111109,1,dry
GR86-051-71,10,149.544,36,55,12,-25.275888888888886,1,dry
GR86-051-71,9,149.6,32,60,21,-25.219888888888903,1,dry
GR86-051-71,8,149.977,28,65,4,-24.842888888888893,1,dry
GR86-051-71,7,151.214,24,70,22,-23.6058888888889,1,dry
GR86-051-71,6,150.875,20,75,23,-23.944888888888897,1,dry
GR86-051-71,5,150.424,16,80,10,-24.39588888888889,1,dry
GR86-051-71,4,150.68,12,85,31,-24.13988888888889,1,dry
GR86-051-71,3,150.014,8,90,26,-24.805888888888887,1,dry
GR86-051-71,2,156.9,4,95,31,-17.91988888888889,1,dry
GR86-051-71,1,423.682,0,100,16,248.86211111111112,1,dry
GR86-057-57,19,278.124,72,10,30,106.51763157894737,2,dry
GR86-057-57,18,154.997,68,15,21,-16.609368421052636,2,dry
GR86-057-57,17,153.715,64,20,4,-17.891368421052647,2,dry
GR86-057-57,16,157.685,60,25,1,-13.921368421052648,2,dry
GR86-057-57,15,155.004,56,30,7,-16.60236842105266,2,dry
GR86-057-57,14,212.195,52,35,14,40.58863157894734,2,dry
GR86-057-57,13,162.1,48,40,6,-9.506368421052656,2,dry
GR86-057-57,12,158.373,44,45,16,-13.23336842105266,1,dry
GR86-057-57,11,154.093,40,50,10,-17.51336842105266,1,dry
GR86-057-57,10,154.125,36,55,24,-17.48136842105265,1,dry
GR86-057-57,9,153.6,32,60,29,-18.006368421052656,1,dry
GR86-057-57,8,154.582,28,65,4,-17.024368421052657,1,dry
GR86-057-57,7,155.508,24,70,30,-16.09836842105264,1,dry
GR86-057-57,6,153.98,20,75,30,-17.62636842105266,1,dry
GR86-057-57,5,155.304,16,80,30,-16.30236842105265,1,dry
GR86-057-57,4,156.416,12,85,13,-15.190368421052654,1,dry
GR86-057-57,3,162.597,8,90,31,-9.009368421052642,1,dry
GR86-057-57,2,221.1,4,95,11,49.493631578947344,1,dry
GR86-057-57,1,207.023,0,100,21,35.416631578947346,1,dry
GR86-061-51,14,499.075,52,35,1,309.9574285714285,2,dry
GR86-061-51,13,169.321,48,40,23,-19.79657142857144,2,dry
GR86-061-51,12,155.375,44,45,8,-33.74257142857144,1,dry
GR86-061-51,11,154.217,40,50,30,-34.900571428571425,1,dry
GR86-061-51,10,153.979,36,55,12,-35.138571428571424,1,dry
GR86-061-51,9,153.604,32,60,10,-35.513571428571424,1,dry
GR86-061-51,8,154.684,28,65,5,-34.43357142857144,1,dry
GR86-061-51,7,153.891,24,70,8,-35.22657142857145,1,dry
GR86-061-51,6,153.714,20,75,22,-35.40357142857144,1,dry
GR86-061-51,5,154.2,16,80,8,-34.91757142857145,1,dry
GR86-061-51,4,155.187,12,85,30,-33.930571428571426,1,dry
GR86-061-51,3,160.025,8,90,3,-29.092571428571432,1,dry
GR86-061-51,2,224.264,4,95,16,35.14642857142857,1,dry
GR86-061-51,1,206.11,0,100,7,16.992428571428576,1,dry
GR86-063-113,19,328.357,72,10,10,152.61421052631582,2,dry
GR86-063-113,18,152.19,68,15,13,-23.552789473684214,2,dry
GR86-063-113,17,161.197,64,20,19,-14.54578947368421,2,dry
GR86-063-113,16,172.788,60,25,18,-2.954789473684201,2,dry
GR86-063-113,15,152.895,56,30,31,-22.8477894736842,2,dry
GR86-063-113,14,216.59,52,35,17,40.84721052631579,2,dry
GR86-063-113,13,203.771,48,40,27,28.028210526315775,2,dry
GR86-063-113,12,149.999,44,45,27,-25.743789473684217,1,dry
GR86-063-113,11,149.949,40,50,28,-25.7937894736842,1,dry
GR86-063-113,10,149.84,36,55,31,-25.90278947368421,1,dry
GR86-063-113,9,150.129,32,60,25,-25.61378947368422,1,dry
GR86-063-113,8,150.502,28,65,21,-25.240789473684202,1,dry
GR86-063-113,7,150.51,24,70,11,-25.23278947368422,1,dry
GR86-063-113,6,151.2,20,75,31,-24.542789473684223,1,dry
GR86-063-113,5,150.459,16,80,4,-25.28378947368421,1,dry
GR86-063-113,4,151.137,12,85,8,-24.60578947368421,1,dry
GR86-063-113,3,156.191,8,90,15,-19.55178947368421,1,dry
GR86-063-113,2,223.601,4,95,6,47.85821052631579,1,dry
GR86-063-113,1,217.808,0,100,17,42.06521052631578,1,dry
GR86-065-5,19,265.262,72,10,28,135.40724,2,dry
GR86-065-5,18,151.835,68,15,23,21.98024000000001,2,dry
GR86-065-5,17,153.706,64,20,11,23.85123999999999,2,dry
GR86-065-5,16,152.453,60,25,26,22.598240000000004,2,dry
GR86-065-5,15,151.917,56,30,7,22.062240000000003,2,dry
GR86-065-5,14,215.856,52,35,16,86.00124,2,dry
GR86-065-5,13,0.044,48,40,4,-129.81076,2,dry
GR86-065-5,13,193.796,48,40,19,63.94123999999999,2,dry
GR86-065-5,12,151.532,44,45,30,21.677240000000012,1,dry
GR86-065-5,12,0.087,44,45,31,-129.76776,1,dry
GR86-065-5,11,152.039,40,50,18,22.18423999999999,1,dry
GR86-065-5,10,0.044,36,55,29,-129.81076,1,dry
GR86-065-5,10,150.891,36,55,23,21.036239999999992,1,dry
GR86-065-5,9,152.592,32,60,8,22.737240000000014,1,dry
GR86-065-5,8,154.184,28,65,29,24.32924,1,dry
GR86-065-5,7,151.253,24,70,6,21.398239999999987,1,dry
GR86-065-5,6,152.49,20,75,17,22.63524000000001,1,dry
GR86-065-5,5,151.076,16,80,15,21.221239999999995,1,dry
GR86-065-5,4,151.131,12,85,2,21.27624,1,dry
GR86-065-5,3,154.84,8,90,13,24.985240000000005,1,dry
GR86-065-5,2,223.529,4,95,23,93.67424,1,dry
GR86-065-5,1,215.812,0,100,2,85.95724000000001,1,dry
